19,53,44,2.007
82,224,165,12.04
95,246,155,22.072
97,247,175,32.104
101,227,153,42.138
85,202,137,52.17
90,194,134,62.202
88,165,114,72.234
90,117,96,82.257
80,96,98,92.287
91,90,71,102.321
68,64,76,112.354
52,32,61,122.388
44,18,56,132.421
43,7,51,142.454
54,4,42,152.486
56,2,46,162.519
40,2,36,172.553
46,3,47,182.587
47,15,51,192.62
54,14,62,202.654
35,37,74,212.687
49,48,74,222.721
54,64,77,232.755
61,74,83,242.79
56,79,99,252.825
55,86,107,262.858
63,95,118,272.89
57,101,122,282.923
56,114,90,292.957
86,154,133,302.991
59,134,113,313.026
85,131,109,323.06
74,154,123,333.092
69,130,121,343.127
59,163,131,353.16
77,174,137,363.193
58,166,139,373.226
72,155,163,383.258
84,204,149,393.291
96,201,132,403.324
90,184,160,413.358
78,205,154,423.392
76,192,129,433.426
89,209,149,443.46
90,183,168,453.494
86,214,159,463.528
106,201,142,473.562
90,190,146,483.596
92,260,179,493.63
84,200,168,503.664
90,206,151,513.699
98,240,176,523.731
87,232,159,533.766
94,226,181,543.801
82,246,176,553.835
96,249,181,563.87
107,232,176,573.905
105,235,176,583.937
92,240,160,593.972
104,238,153,604.005
100,233,172,614.039
113,255,174,624.072
84,236,154,634.106
110,244,170,644.138
81,260,171,654.172
80,250,167,664.206
118,254,155,674.24
105,256,182,684.273
103,210,151,694.307
88,241,166,704.339
110,238,171,714.372
94,263,177,724.405
89,248,177,734.438
99,266,167,744.471
114,246,145,754.505
106,258,169,764.54
96,278,148,774.573
110,262,148,784.607
102,253,153,794.64
110,224,161,804.673
100,233,165,814.707
94,202,167,824.741
96,248,155,834.775
110,277,179,844.809
96,255,148,854.842
91,232,171,864.874
86,245,160,874.908
111,230,148,884.942
104,271,168,894.974
100,231,143,905.008
102,226,173,915.044
105,218,140,925.078
109,261,152,935.111
99,248,160,945.144
93,209,136,955.177
97,227,157,965.211
109,234,169,975.245
102,246,155,985.277
92,245,152,995.311
105,245,184,1005.34
103,229,164,1015.38
98,265,146,1025.41
101,239,150,1035.45
124,260,158,1045.48
87,268,144,1055.51
106,266,170,1065.55
104,239,147,1075.58
95,258,161,1085.61
112,267,155,1095.65
95,265,136,1105.69
81,240,160,1115.72
116,210,165,1125.75
91,218,160,1135.79
114,238,152,1145.82
95,250,135,1155.85
89,246,161,1165.89
104,209,167,1175.92
115,249,135,1185.95
91,235,165,1195.99
87,257,156,1206.02
112,263,145,1216.06
111,251,158,1226.09
93,216,152,1236.12
114,263,153,1246.16
100,240,160,1256.19
93,227,154,1266.22
102,229,156,1276.25
111,241,147,1286.29
112,270,166,1296.32
107,236,172,1306.36
116,262,139,1316.39
107,237,157,1326.42
122,228,144,1336.46
97,224,130,1346.49
120,243,145,1356.52
105,259,143,1366.56
119,254,145,1376.59
85,245,154,1386.62
113,218,140,1396.65
113,236,196,1406.69
110,218,160,1416.72
119,217,159,1426.76
100,255,151,1436.79
120,243,155,1446.82
94,249,148,1456.86
97,265,142,1466.89
107,232,153,1476.93
101,221,150,1486.96
100,246,163,1496.99
108,247,170,1507.03
124,254,151,1517.06
117,232,135,1527.1
100,254,166,1537.13
111,226,147,1547.17
116,232,133,1557.2
112,248,166,1567.24
119,235,149,1577.27
112,267,166,1587.3
102,243,163,1597.34
108,228,130,1607.37
115,220,128,1617.41
97,260,178,1627.44
112,235,147,1637.48
103,255,139,1647.51
109,219,150,1657.54
104,257,166,1667.58
104,218,165,1677.61
125,219,150,1687.64
111,248,178,1697.68
109,236,153,1707.71
121,225,150,1717.75
96,223,137,1727.78
105,242,164,1737.82
108,239,160,1747.85
89,249,158,1757.89
86,252,161,1767.92
93,267,158,1777.96
88,241,157,1787.99
121,247,129,1798.02
97,215,127,1808.06
127,223,158,1818.09
109,226,144,1828.12
104,227,157,1838.16
103,212,139,1848.19
93,265,139,1858.23
94,221,136,1868.26
102,234,144,1878.3
98,259,148,1888.33
97,236,163,1898.37
106,207,165,1908.4
100,240,158,1918.43
96,244,144,1928.47
102,233,150,1938.5
99,249,164,1948.54
106,228,141,1958.57
91,231,154,1968.6
116,231,167,1978.64
100,229,138,1988.67
112,243,151,1998.7
96,230,127,2008.74
107,256,152,2018.77
116,218,133,2028.81
96,207,118,2038.84
106,232,145,2048.88
103,227,166,2058.91
104,239,153,2068.94
110,204,152,2078.98
110,209,179,2089.01
93,229,151,2099.04
104,218,143,2109.08
110,187,126,2119.11
117,207,141,2129.15
120,238,139,2139.18
123,231,138,2149.21
111,231,171,2159.25
103,217,137,2169.28
112,264,175,2179.32
108,203,165,2189.35
102,219,163,2199.39
124,229,147,2209.42
115,226,151,2219.45
108,209,154,2229.49
93,248,143,2239.52
126,234,137,2249.56
121,224,155,2259.59
102,222,133,2269.62
123,233,152,2279.66
132,209,131,2289.69
102,205,146,2299.73
88,232,141,2309.76
118,266,156,2319.8
88,222,141,2329.83
115,228,155,2339.86
105,210,163,2349.9
112,261,163,2359.93
102,216,169,2369.97
106,221,146,2380
98,234,173,2390.03
106,222,119,2400.07
108,212,138,2410.1
122,226,143,2420.13
119,211,145,2430.17
99,200,142,2440.2
107,243,154,2450.24
119,228,157,2460.27
107,214,152,2470.31
112,214,143,2480.34
112,239,131,2490.38
104,222,129,2500.41
90,195,138,2510.45
98,208,134,2520.48
104,222,136,2530.52
99,224,140,2540.55
114,226,171,2550.58
123,250,159,2560.62
119,215,137,2570.65
103,231,137,2580.69
121,201,149,2590.72
96,215,141,2600.75
103,188,147,2610.79
115,204,174,2620.82
91,214,133,2630.86
100,202,146,2640.89
112,218,140,2650.93
104,208,132,2660.96
110,234,136,2671
91,207,150,2681.03
86,205,138,2691.07
95,199,134,2701.1
93,227,133,2711.14
117,222,152,2721.17
96,229,126,2731.2
121,225,149,2741.24
113,231,156,2751.27
113,184,140,2761.31
113,213,136,2771.35
101,214,132,2781.39
95,213,173,2791.42
113,215,135,2801.46
97,253,171,2811.49
92,246,156,2821.52
110,215,153,2831.56
106,207,150,2841.59
100,223,137,2851.63
106,231,125,2861.66
113,227,150,2871.7
107,225,144,2881.75
114,212,171,2891.77
128,197,138,2901.8
94,176,118,2911.84
99,218,152,2921.87
97,184,140,2931.91
107,197,124,2941.94
125,206,161,2951.98
99,236,135,2962.01
102,195,171,2972.05
107,211,140,2982.08
100,262,156,2992.11
111,199,150,3002.15
108,248,156,3012.18
109,215,153,3022.22
99,207,126,3032.25
112,229,167,3042.28
109,231,145,3052.32
93,218,123,3062.35
106,208,140,3072.39
102,213,146,3082.42
114,212,155,3092.45
139,230,158,3102.49
125,220,134,3112.52
116,202,149,3122.56
110,213,117,3132.59
100,245,135,3142.63
88,219,142,3152.66
97,228,158,3162.7
100,209,162,3172.73
107,227,133,3182.76
102,204,152,3192.81
96,196,134,3202.84
113,239,123,3212.87
94,209,122,3222.92
108,202,141,3232.95
90,237,144,3242.99
102,209,143,3253.02
97,213,133,3263.06
123,182,150,3273.09
103,190,99,3283.13
106,207,123,3293.16
110,231,134,3303.2
114,217,134,3313.23
107,233,151,3323.27
104,209,144,3333.3
129,226,129,3343.33
108,225,154,3353.37
111,199,122,3363.4
102,209,125,3373.44
110,218,111,3383.47
114,229,158,3393.51
100,216,146,3403.54
94,215,142,3413.58
96,221,148,3423.61
76,188,152,3433.65
111,196,152,3443.68
86,217,124,3453.72
104,223,145,3463.75
94,204,149,3473.79
113,191,125,3483.82
115,193,137,3493.85
99,204,139,3503.89
115,182,136,3513.92
104,242,138,3523.96
91,200,147,3533.99
87,197,131,3544.03
113,207,138,3554.06
102,196,154,3564.1
99,165,130,3574.13
116,165,152,3584.16
93,189,139,3594.2
110,188,126,3604.24
123,212,130,3614.27
118,206,152,3624.3
101,199,158,3634.34
83,206,129,3644.37
106,180,115,3654.41
79,195,131,3664.44
113,225,155,3674.48
106,200,150,3684.51
111,198,142,3694.55
116,173,144,3704.58
103,207,153,3714.61
105,156,116,3724.65
89,184,126,3734.68
101,179,118,3744.72
80,167,120,3754.75
90,167,137,3764.79
102,181,143,3774.82
94,182,126,3784.86
111,192,140,3794.89
89,179,129,3804.93
92,186,129,3814.96
93,199,135,3825
101,220,134,3835.03
95,180,132,3845.06
99,180,109,3855.1
106,181,130,3865.13
94,186,167,3875.17
114,188,137,3885.2
111,206,156,3895.23
88,217,152,3905.27
97,219,142,3915.3
115,202,156,3925.34
109,199,142,3935.37
106,221,127,3945.41
96,250,155,3955.44
88,243,165,3965.48
132,262,176,3975.51
116,251,167,3985.55
107,209,145,3995.58
94,253,157,4005.62
116,235,176,4015.65
103,251,147,4025.68
105,219,153,4035.72
120,249,145,4045.75
108,252,162,4055.79
121,247,169,4065.82
104,225,168,4075.86
115,252,158,4085.89
118,270,158,4095.93
118,257,163,4105.96
118,287,176,4115.99
129,256,178,4126.03
108,287,172,4136.06
109,258,157,4146.1
117,247,175,4156.13
102,274,158,4166.17
113,266,134,4176.2
117,263,154,4186.24
121,273,181,4196.27
116,236,175,4206.31
109,270,162,4216.34
117,258,160,4226.38
115,248,206,4236.41
113,270,189,4246.45
100,278,176,4256.48
117,267,165,4266.52
109,251,177,4276.55
109,299,168,4286.59
123,257,160,4296.62
119,242,179,4306.66
117,265,164,4316.69
118,240,160,4326.73
124,240,148,4336.76
96,267,177,4346.8
117,266,173,4356.83
85,284,164,4366.87
115,229,170,4376.9
108,262,155,4386.94
93,249,174,4396.97
101,273,185,4407.01
122,287,169,4417.04
110,252,186,4427.07
98,243,173,4437.11
117,266,147,4447.14
104,238,172,4457.18
103,267,146,4467.21
91,239,151,4477.25
110,277,159,4487.28
123,244,164,4497.32
122,274,188,4507.35
116,246,191,4517.38
104,268,170,4527.42
105,279,147,4537.45
118,245,174,4547.49
101,258,171,4557.52
111,270,196,4567.55
100,223,163,4577.59
124,218,155,4587.63
107,251,183,4597.66
109,263,135,4607.7
107,277,168,4617.73
111,245,181,4627.77
109,243,175,4637.8
127,251,164,4647.83
113,283,158,4657.87
102,275,171,4667.9
107,264,170,4677.94
118,284,180,4687.97
134,291,164,4698
108,228,176,4708.04
100,235,181,4718.07
109,262,149,4728.11
94,253,195,4738.14
110,247,156,4748.17
109,245,168,4758.21
108,267,173,4768.24
99,242,173,4778.28
104,241,178,4788.31
99,275,172,4798.36
117,264,178,4808.39
106,245,163,4818.43
113,258,174,4828.46
120,296,178,4838.5
105,252,169,4848.53
101,260,173,4858.57
108,258,178,4868.6
110,240,150,4878.63
112,258,157,4888.67
101,247,163,4898.7
105,247,159,4908.74
97,239,156,4918.77
103,242,164,4928.81
104,224,154,4938.84
95,278,164,4948.88
93,270,165,4958.91
124,223,194,4968.94
122,245,166,4978.98
128,268,167,4989.01
104,229,167,4999.04
108,228,195,5009.08
124,276,164,5019.11
101,278,154,5029.15
111,248,181,5039.18
105,250,165,5049.22
107,206,149,5059.25
121,231,153,5069.28
118,253,133,5079.32
103,228,160,5089.35
104,252,150,5099.39
131,245,160,5109.42
103,252,169,5119.46
114,261,155,5129.49
83,234,147,5139.52
85,224,138,5149.56
132,254,168,5159.59
114,252,168,5169.63
111,243,178,5179.66
110,241,132,5189.7
97,225,160,5199.73
96,233,157,5209.77
92,229,161,5219.8
87,240,154,5229.84
100,221,185,5239.87
110,231,160,5249.91
87,226,182,5259.94
121,229,145,5269.98
105,256,144,5280.01
94,242,178,5290.05
90,202,144,5300.08
91,241,140,5310.11
126,233,167,5320.15
108,272,157,5330.18
127,242,141,5340.21
91,244,154,5350.25
111,229,145,5360.28
115,244,169,5370.32
109,207,166,5380.35
115,249,147,5390.38
122,251,159,5400.42
114,257,142,5410.45
108,228,179,5420.49
85,239,144,5430.52
120,258,147,5440.56
119,244,140,5450.59
112,224,154,5460.62
113,240,166,5470.66
104,236,132,5480.69
89,207,152,5490.74
110,235,159,5500.78
103,238,154,5510.81
119,207,141,5520.85
104,246,163,5530.88
91,246,134,5540.92
82,250,137,5550.95
122,210,137,5560.98
104,204,129,5571.02
120,227,144,5581.05
107,227,132,5591.08
107,232,160,5601.12
79,244,124,5611.15
97,223,145,5621.19
115,192,143,5631.22
107,228,138,5641.25
113,247,140,5651.29
97,208,160,5661.32
107,176,121,5671.36
107,226,163,5681.39
97,209,197,5691.43
96,243,143,5701.46
114,227,136,5711.49
118,194,116,5721.53
104,223,143,5731.56
109,227,123,5741.59
104,216,132,5751.63
112,226,133,5761.66
109,222,133,5771.7
129,239,135,5781.73
95,200,133,5791.77
112,201,126,5801.8
103,214,142,5811.84
112,199,150,5821.87
115,236,155,5831.9
100,205,136,5841.94
71,200,136,5851.97
106,204,138,5862.01
109,211,128,5872.04
98,223,120,5882.08
87,198,136,5892.11
91,205,132,5902.14
96,201,129,5912.19
95,209,140,5922.22
98,237,122,5932.25
118,228,129,5942.29
107,209,149,5952.32
108,187,142,5962.35
113,177,135,5972.39
92,209,130,5982.42
102,214,129,5992.46
100,248,142,6002.49
96,223,134,6012.52
111,222,132,6022.56
91,208,119,6032.59
93,201,130,6042.62
87,165,118,6052.66
101,173,117,6062.69
104,190,104,6072.73
104,170,126,6082.76
104,186,114,6092.8
90,180,128,6102.83
108,191,145,6112.86
91,190,112,6122.9
106,202,136,6132.93
95,215,147,6142.96
96,187,128,6153
79,198,138,6163.03
95,205,136,6173.07
91,225,128,6183.1
73,186,127,6193.13
91,204,137,6203.17
105,215,146,6213.2
106,185,125,6223.24
94,189,115,6233.27
90,195,108,6243.31
95,176,124,6253.34
94,163,138,6263.37
89,191,123,6273.41
98,175,126,6283.44
107,185,137,6293.47
96,157,107,6303.51
89,216,114,6313.54
104,207,88,6323.57
98,172,123,6333.61
84,156,118,6343.64
93,199,139,6353.67
76,195,112,6363.71
110,163,140,6373.74
97,172,105,6383.78
81,167,130,6393.81
90,174,119,6403.85
90,183,91,6413.88
91,161,105,6423.92
104,197,123,6433.95
89,199,99,6443.98
90,155,117,6454.02
87,168,110,6464.05
83,171,103,6474.08
87,153,109,6484.12
91,141,112,6494.15
92,186,103,6504.19
89,168,104,6514.22
94,173,126,6524.25
94,179,111,6534.29
84,171,110,6544.32
103,167,125,6554.36
85,148,121,6564.39
102,174,120,6574.43
103,160,114,6584.46
94,166,100,6594.49
95,158,114,6604.53
84,150,126,6614.56
70,162,103,6624.59
83,153,106,6634.62
84,168,114,6644.66
91,166,101,6654.69
98,135,104,6664.73
92,157,112,6674.76
86,169,114,6684.8
100,181,96,6694.83
84,150,114,6704.86
81,186,120,6714.9
74,167,94,6724.93
88,139,120,6734.96
85,156,100,6745
90,175,132,6755.03
73,158,111,6765.06
81,166,123,6775.1
95,160,102,6785.13
90,150,116,6795.16
83,141,126,6805.2
109,172,91,6815.23
86,159,106,6825.26
77,135,120,6835.3
84,157,97,6845.33
98,133,99,6855.37
89,130,95,6865.4
60,157,109,6875.43
93,139,89,6885.48
87,142,108,6895.52
70,142,107,6905.55
84,165,115,6915.59
93,135,97,6925.62
76,126,89,6935.65
83,150,103,6945.69
87,143,113,6955.72
83,155,97,6965.75
91,149,104,6975.79
86,159,121,6985.82
85,147,97,6995.86
72,134,114,7005.89
100,141,96,7015.92
99,121,118,7025.96
85,124,104,7035.99
88,136,106,7046.02
95,144,99,7056.06
91,132,85,7066.09
87,168,87,7076.12
80,99,119,7086.16
86,115,95,7096.19
102,149,102,7106.23
86,117,100,7116.26
85,131,88,7126.29
85,120,100,7136.33
59,136,88,7146.36
91,129,94,7156.39
82,145,91,7166.43
85,138,98,7176.46
74,121,104,7186.5
72,139,89,7196.53
89,132,98,7206.56
81,134,112,7216.6
88,113,82,7226.63
82,125,93,7236.66
79,117,85,7246.7
62,112,120,7256.73
96,128,102,7266.77
82,136,90,7276.8
79,118,88,7286.84
82,119,103,7296.87
83,123,101,7306.9
103,132,108,7316.94
76,124,96,7326.97
71,136,91,7337.01
93,125,90,7347.04
72,125,94,7357.08
95,122,84,7367.11
77,109,91,7377.14
66,103,73,7387.18
